Artist,Genres,Songs,Popularity,Link
Mart'nália,Samba,90,1,/martnalia/
Cartola,Samba,93,1.5,/cartola/
Paulinho da Viola,Samba,161,1,/paulinho-da-viola/
Carmen Miranda,Samba,126,0,/carmen-miranda/
Agepê,Samba; Jovem Guarda; Axé,166,1,/agepe/
Dorival Caymmi,Samba,89,0,/dorival-caymmi/
Os Originais do Samba,Samba; Pagode; Samba Enredo,63,1,/os-originais-do-samba/
Demônios da Garoa,Samba,136,1,/demonios-da-garoa/
Leci Brandão,Samba,172,0,/leci-brandao/
Roberto Ribeiro,Samba,148,0,/roberto-ribeiro/
Noel Rosa,Velha Guarda; Samba,158,1,/noel-rosa/
Pixinguinha,Samba,31,0,/pixinguinha/
Jair Rodrigues,Samba,130,0,/jair-rodrigues/
Neguinho da Beija-Flor,Samba,71,0,/neguinho-da-beija-flor/
Adoniran Barbosa,Samba,104,1,/adoniran-barbosa/
Dalva de Oliveira,Velha Guarda; Samba,228,0,/dalva-de-oliveira/
João Nogueira,Samba,113,1,/joao-nogueira/
Braguinha,Velha Guarda; Samba; Bossa Nova,25,0,/braguinha/
Teresa Cristina,Samba,127,0,/teresa-cristina/
Sambô,Samba; Pagode,76,0,/sambo/
Dona Ivone Lara,Samba; MPB; Samba Enredo,87,0,/dona-ivone-lara/
Jovelina Pérola Negra,Samba; Pagode; Axé,71,0,/jovelina-perola-negra/
Francisco Alves,Velha Guarda; Samba,137,0,/francisco-alves/
Orlando Silva,Velha Guarda; Samba,88,0,/orlando-silva/
Ataulfo Alves,Velha Guarda; Samba; Instrumental,190,0,/ataulfo-alves/
Ary Barroso,Samba,156,0,/ary-barroso/
Moreira da Silva,Samba,55,0,/moreira-da-silva/
Miltinho,Samba; Romântico; Bossa Nova,52,0,/miltinho/
Nelson Cavaquinho,Samba,135,0,/nelson-cavaquinho/
Chrigor,Samba; Pagode; Romântico,38,0,/chrigor/
Clementina de Jesus,Samba,44,0,/clementina-de-jesus/
Leandro Sapucahy,Samba; Pagode; Pop,45,0,/leandro-sapucahy/
Candeia,Samba; Pagode; Regional,66,0,/candeia/
Jamelão,Samba,54,0,/jamelao/
Herivelto Martins,Samba; Sertanejo,33,0,/herivelto-martins/
Marlene,Samba; Axé; Velha Guarda,34,0,/marlene/
Aracy de Almeida,Velha Guarda; Samba,51,0,/aracy-de-almeida/
Nelson Sargento,Samba,53,0,/nelson-sargento/
Flavio Cardoso,Samba,11,0,/flavio-cardoso/
Elton Medeiros,Samba,17,0,/elton-medeiros/
Quinteto em Branco e Preto,Samba; Pagode; MPB,75,0,/quinteto-em-branco-preto/
Donga,Samba,3,0,/donga/
Velha Guarda da Portela,Samba; Samba Enredo,47,0,/velha-guarda-da-portela/
Partido Em 5,Samba; Pagode; Axé,2,0,/partido-em-5/
Biro do Cavaco,Samba,41,0,/biro-do-cavaco/
Ismael Silva,Samba; Velha Guarda,37,0,/ismael-silva/
Wilson das Neves,Samba; Romântico; MPB,19,0,/wilson-das-neves/
Juliana Diniz,Samba; Pagode; Axé,17,0,/juliana-diniz/
Mário Reis,Velha Guarda; Samba,26,0,/mario-reis/
Assis Valente,Samba,8,0,/assis-valente/
Ivanildo Lima,Samba; Instrumental,23,0,/ivanildo-lima-do-samba/
Grupo Fina Batucada,Samba,3,0,/grupo-fina-batucada/
Samba de Rainha,Samba; Axé,38,0,/samba-de-rainha/
G.R.E.S. Acadêmicos do Grande Rio,Samba Enredo,34,7.5,/g-r-e-s-academicos-do-grande-rio/
G.R.E.S. Gaviões da Fiel,Samba Enredo,35,0.4,/g-r-e-s-gavioes-da-fiel/
G.R.E.S. Acadêmicos do Salgueiro,Samba Enredo,70,0.2,/g-r-e-s-academicos-do-salgueiro/
G.R.E.S. Estação Primeira de Mangueira,Samba Enredo,70,0.4,/g-r-e-s-estacao-primeira-de-mangueira/
G.R.E.S. Portela,Samba Enredo,65,0,/g-r-e-s-portela/
G.R.E.S. Beija-Flor de Nilópolis,Samba Enredo; Axé; Pagode,54,2,/g-r-e-s-beija-flor-de-nilopolis/
G.R.E.S. União da Ilha do Governador,Samba Enredo; Samba; Axé,49,0,/g-r-e-s-uniao-da-ilha-do-governador/
G.R.E.S. Mocidade Independente de Padre Miguel,Samba Enredo; Axé; Instrumental,55,0,/g-r-e-s-mocidade-independente-de-padre-miguel/
G.R.E.S. Imperatriz Leopoldinense,Samba Enredo,61,0,/g-r-e-s-imperatriz-leopoldinense/
G.R.E.S. Unidos do Viradouro,Samba Enredo,29,1,/g-r-e-s-unidos-do-viradouro/
G.R.E.S. Estácio de Sá,Samba Enredo,46,0,/g-r-e-s-estacio-de-sa/
Rosas de Ouro,Samba Enredo; Emocore; Black Music,39,0,/rosas-de-ouro/
G.R.E.S. Unidos de Vila Isabel,Samba Enredo; Axé,53,0,/g-r-e-s-unidos-de-vila-isabel/
G.R.E.S. Unidos da Tijuca,Samba Enredo; Samba; Instrumental,43,0,/g-r-e-s-unidos-da-tijuca/
G.R.C.E.S. Mancha Verde,Samba Enredo; Funk; Hip Hop,25,0,/g-r-c-e-s-mancha-verde/
A.C.S.E.S.M. Camisa Verde e Branco,Samba Enredo; Samba,41,0,/camisa-verde-e-branco/
Nenê de Vila Matilde,Samba Enredo; Axé,35,0,/nene-de-vila-matilde/
G.r.c.e.s. Mocidade Alegre,Samba Enredo; Samba,30,0,/g-r-c-e-s-mocidade-alegre/
Império da Tijuca,Samba Enredo; Axé,38,0,/imperio-da-tijuca/
G.R.C.E.S. Vai-Vai,Samba Enredo; Samba; Pagode,26,0,/g-r-c-e-s-vai-vai/
G.R.E.S. São Clemente,Samba Enredo; Trilha Sonora; Samba,59,0,/g-r-e-s-sao-clemente/
Unidos de Vila Maria,Samba Enredo; Black Music,28,0,/unidos-de-vila-maria/
Império de Casa Verde,Samba Enredo; Pagode; Pop/Rock,20,0,/imperio-da-casa-verde/
Unidos do Peruche,Samba Enredo; Samba; Clássico,19,0,/unidos-do-peruche/
Porto da Pedra,Samba Enredo; Infantil,19,0,/porto-da-pedra/
G.R.E.S Paraíso do Tuiuti,Samba Enredo,31,0,/g-r-e-s-paraiso-do-tuiuti/
Águia de Ouro,Samba Enredo,44,0,/aguia-de-ouro/
Acadêmicos do Tucuruvi,Samba Enredo,26,0,/academicos-do-tucuruvi/
G.r.c.e.s. X-9 Paulistana,Samba Enredo; Axé,29,0,/g-r-c-e-s-x-9-paulistana/
Tom Maior,Samba Enredo,20,0,/tom-maior/
G.R.E.S Pérola Negra,Samba Enredo; Clássico,13,0,/g-r-e-s-perola-negra/
Imperador do Ipiranga,Samba Enredo; Samba,16,0,/imperador-do-ipiranga/
G.R.E.S Renascer de Jacarepaguá,Samba Enredo; Samba,8,0,/g-r-e-s-renascer-de-jacarepagua/
Marília Mendonça,Sertanejo,123,21.5,/marilia-mendonca/
Henrique e Juliano,Sertanejo,226,16.1,/henrique-e-juliano/
Matheus e Kauan,Sertanejo,166,7.4,/matheus-e-kauan/
Matogrosso e Mathias,Sertanejo; Romântico,292,3.7,/matogrosso-mathias/
Tião Carreiro e Pardinho,Sertanejo; Pagode,413,4.3,/tiao-carreiro-e-pardinho/
Trio Parada Dura,Sertanejo,369,2.5,/trio-parada-dura/
Gian & Giovani,Sertanejo; Romântico,282,4.2,/gian-e-giovani/
Chrystian e Ralf,Sertanejo,225,1.8,/christian-ralf/
João Mineiro e Marciano,Sertanejo; Romântico,242,2,/joao-mineiro-e-marciano/
Di Paullo e Paulino,Sertanejo,198,2,/di-paullo-e-paulino/
Simone e Simaria,Sertanejo; Forró,176,1.9,/simone-e-simaria/
Chico Rey e Paraná,Sertanejo,235,1.6,/chico-rey-e-parana/
Teodoro e Sampaio,Sertanejo,450,1.7,/teodoro-e-sampaio/
Almir Sater,Sertanejo,132,2.4,/almir-sater/
Rionegro & Solimões,Sertanejo; Country,266,1.8,/rio-negro-e-solimoes/
Tonico e Tinoco,Sertanejo,542,2.2,/tonico-e-tinoco/
Fernando e Sorocaba,Sertanejo,257,1.5,/fernando-e-sorocaba/
João Paulo e Daniel,Sertanejo,121,1.5,/joao-paulo-e-daniel/
Gino & Geno,Sertanejo,347,1.6,/gino-e-geno/
Lourenço & Lourival,Sertanejo,500,1.4,/lourenco-lourival/
Cezar & Paulinho,Sertanejo,404,1.5,/cezar-paulinho/
Sérgio Reis,Sertanejo,371,1.4,/sergio-reis/
Pedro Bento e Zé da Estrada,Sertanejo,381,1.5,/pedro-bento-e-ze-da-estrada/
Roberta Miranda,Sertanejo; Romântico,287,1.5,/roberta-miranda/
Michel Teló,Sertanejo; Romântico,114,1.4,/michel-telo/
Gilberto e Gilmar,Sertanejo,330,1.5,/gilberto-e-gilmar/
Jads & Jadson,Sertanejo,153,1.6,/jads-jadson/
Maria Cecilia e Rodolfo,Sertanejo; Romântico,155,1.3,/maria-cecilia-e-rodolfo/
Liu & Léu,Sertanejo,284,0,/liu-leu/
Bruno e Barretto,Sertanejo,85,1.1,/bruno-e-barretto/
Léo Canhoto e Robertinho,Sertanejo; Black Music; Country,259,1,/leo-canhoto-e-robertinho/
Cleber e Cauan,Sertanejo,87,2,/cleber-e-cauan/
Jacó e Jacozinho,Sertanejo; Jovem Guarda; Axé,242,0,/jaco-e-jacozinho/
Goiano & Paranaense,Sertanejo; Country; Gospel/Religioso,99,0,/goiano-paranaense/
Pena Branca e Xavantinho,Sertanejo,117,0,/pena-branca-e-xavantinho/
Jayne,Sertanejo,163,0.6,/jayne/
Felipe & Falcão,Sertanejo; Country; Forró,174,0,/felipe-e-falcao/
Duduca e Dalvan,Sertanejo; Gospel/Religioso; Country,163,0,/duduca-e-dalvan/
Althair & Alexandre,Sertanejo,303,0,/althair-alexandre/
George Henrique e Rodrigo,Sertanejo,87,0,/george-henrique-e-rodrigo/
Alan & Aladim,Sertanejo; MPB; Axé,137,0,/alan-aladim/
Cleiton e Camargo,Sertanejo,120,0,/cleiton-e-camargo/
Zilo e Zalo,Sertanejo,279,0,/zilo-e-zalo/
Mayck e Lyan,Sertanejo,51,0,/mayck-e-lyan/
Grupo Tradição,Sertanejo; Forró; Romântico,185,1,/grupo-tradicao/
Tibagi e Miltinho,Sertanejo,185,0,/tibagi-e-miltinho/
Banda San Marino,Sertanejo; Instrumental; Romântico,115,0,/banda-san-marino/
Paraíso (novela),Sertanejo; Trilha Sonora; Romântico,22,0,/paraiso-novela/
Os Filhos de Goiás,Sertanejo; Axé; MPB,110,0,/os-filhos-de-goias/
Dino Franco e Mouraí,Sertanejo,172,0,/dino-franco-mourai/
Gabriel Diniz,Sertanejo; Forró,222,1,/gabriel-diniz/
Zé Mulato & Cassiano,Sertanejo; Axé,135,0,/ze-mulato-cassiano/
Zé Fortuna & Pitangueira,Sertanejo; Axé; Regional,184,0,/ze-fortuna-pitangueira/
Bruninho e Davi,Sertanejo,92,0,/bruninho-e-davi/
Tchê Garotos,Sertanejo; Regional; Romântico,147,0,/tche-garotos/
Irmãs Freitas,Sertanejo; Country; Axé,178,0,/irmas-freitas/
Sulino e Marrueiro,Sertanejo,162,0,/sulino-e-marrueiro/
Zé Tapera e Teodoro,Sertanejo; Forró; Axé,134,0,/ze-tapera-e-teodoro/
Abel & Caim,Sertanejo,224,0,/abel-caim/
Hugo e Tiago,Sertanejo; Romântico,108,0,/hugo-e-tiago/
Zé Carreiro e Carreirinho,Sertanejo,113,0,/ze-carreiro-e-carreirinho/
Brenno Reis & Marco Viola,Sertanejo; Country; Romântico,111,0,/brenno-reis-marco-viola/
Emilio & Eduardo,Sertanejo; Forró; Country,107,0,/emilio-eduardo/
Adalberto & Adriano,Sertanejo; Axé; Forró,124,0,/adalberto-adriano/
Clayton e Romário,Sertanejo,54,0,/clayton-e-romario/
João Márcio e Fabiano,Sertanejo; Romântico; Country,65,1,/joao-marcio-e-fabiano/
Janaynna,Sertanejo; Country,75,0,/janaynna-targino/
Marlon e Maicon,Sertanejo; Romântico; Country,107,0,/marlon-e-maicon/
Mococa e Paraíso,Sertanejo,160,0.1,/mococa-e-paraiso/
Corpo & Alma,Sertanejo,112,0,/corpo-e-alma/
Zezé di Camargo,Sertanejo,4,0,/zeze-di-camargo/
Musical San Francisco,Sertanejo,86,0,/musical-san-francisco/
Raul Torres e Florêncio,Sertanejo,87,0,/raul-torres-e-florencio/
Marcos e Fernando,Sertanejo; Romântico; Funk Carioca,142,0,/marcos-e-fernando/
Palmeira e Biá,Sertanejo,66,0,/palmeira-e-bia/
Douglas e Vinicius,Sertanejo,26,0.2,/douglas-e-vinicius/
Antony e Gabriel,Sertanejo,48,0,/antony-e-gabriel/
Kleo Dibah & Rafael,Sertanejo; Romântico; Trilha Sonora,57,0,/kleo-dibah-rafael/
Relber e Allan,Sertanejo; Romântico; Forró,59,0,/relber-e-allan/
Racyne e Rafael,Sertanejo; Romântico; Progressivo,72,0,/racyne-e-rafael/
Gabriel Gava,Sertanejo,89,0,/gabriel-gava/
Caçula & Marinheiro,Sertanejo,248,0,/cacula-marinheiro/
Carlito e Baduy,Sertanejo,68,0.1,/carlito-e-baduy/
André e Adriano,Sertanejo; Romântico; Country,96,0,/andre-e-adriano/
João Pedro e Cristiano,Sertanejo,95,0,/joao-pedro-e-cristiano/
Thássio Oliveira,Sertanejo,39,0,/thassio-oliveira/
Zé Ricardo e Thiago,Sertanejo; Funk Carioca; House,71,0,/ze-ricardo-e-thiago/
Pedro e Thiago,Sertanejo; Romântico; Trilha Sonora,74,0,/pedro-e-thiago/
Hugo e Gabriel,Sertanejo; Romântico; Trilha Sonora,18,0,/hugo-e-gabriel/
Rodrigo Freitas e Xavier,Sertanejo; Country; Romântico,33,0,/rodrigo-freitas-e-xavier/
Rayane e Rafaela,Sertanejo,15,1,/rayane-e-rafaela/
Dalvan,Sertanejo; Gospel/Religioso; Romântico,144,0,/dalvan/
Só Modão,Sertanejo; Jovem Guarda; Bossa Nova,4,0,/so-modao/
Alan e Alex,Sertanejo,49,0,/alan-e-alex/
Sula Miranda,Sertanejo,116,0,/sula-miranda/
Hugo Pena,Sertanejo; Romântico; Trilha Sonora,21,0,/hugo-pena/
Don e Juan,Sertanejo; Romântico; Trilha Sonora,33,0,/don-e-juan/
Tião Carreiro & Paraíso,Sertanejo,62,0,/tiao-carreiro-paraiso/
Chiquito e Bordoneio,Sertanejo,78,0,/chiquito-e-bordoneio/
Marco & Mário,Sertanejo; Romântico; Country,68,0,/marco-maario/
Pedro Paulo e Matheus,Sertanejo; Country; Forró,57,0,/pedro-paulo-e-matheus/
Carlos Cezar e Cristiano,Sertanejo; Country,81,0,/carlos-cezar-e-cristiano/
Vanoly Cigano,Sertanejo; Forró; Country,9,0,/vanoly-cigano/
João Ricardo e Manoel,Sertanejo,263,0,/joao-ricardo-e-manoel/
João Lucas e Marcelo,Sertanejo; Forró; Funk,43,0,/joao-lucas-e-marcelo/
Mariana e Mateus,Sertanejo,55,0,/mariana-e-mateus/
Guilherme e Gustavo,Sertanejo,42,0,/guilherme-e-gustavo/
Luiz Cláudio e Giuliano,Sertanejo; Romântico; Trilha Sonora,75,0,/luiz-claudio-e-giuliano/
Lucas e Gabriel,Sertanejo,2,0,/lucas-e-gabriel/
Delley & Dorivan,Sertanejo,41,0,/delley-dorivan/
Victor e Matheus,Sertanejo; Romântico; Country,70,0,/victor-e-matheus/
Gabriel Valim,Sertanejo,73,0,/gabriel/
Carlos Magno Borges,Sertanejo; Gospel/Religioso,60,0,/carlos-magno-borges/
Marcelinho de Lima & Camargo,Sertanejo,70,0,/marcelinho-de-lima-e-camargo/
Cacio e Marcos,Sertanejo; Funk; Dance,36,0,/cacio-e-marcos/
Patricia e Adriana,Sertanejo,47,0,/patricia-e-adriana/
Gabi Lima,Sertanejo,2,0,/gabi-lima/
Eric e Matheus,Sertanejo; Forró; Romântico,41,0,/eric-e-matheus/
Pedro Henrique e Fernando,Sertanejo; House; Funk Carioca,38,0,/pedro-henrique-e-fernando/
Vando Moura E Rafael,Sertanejo,27,0,/vando-moura-e-rafael/
Bruna Gonçalves,Sertanejo,3,4,/bruna-goncalves/
Ellens,Sertanejo; Country; Romântico,28,0,/ellens/
Teo e Edu,Sertanejo; Romântico; Funk,62,0,/teo-e-edu/
Ronny e Rangel,Sertanejo; Romântico; Funk,61,0,/ronny-e-rangel/
Diego e Gabriel,Sertanejo; Romântico; Country,30,0,/diego-e-gabriel/
Breno e Caio Cesar,Sertanejo; Country; Romântico,82,0,/breno-e-caio-cesar/
Gustavo Toledo e Gabriel,Sertanejo,5,0,/gustavo-toledo-e-gabriel/
Alecir & Alessandro,Sertanejo; Romântico; Emocore,49,0,/alecir-alessandro/
Edu e Renan,Sertanejo; Pop/Rock; Romântico,32,0,/edu-e-renan/
João Lucas e Walter Filho,Sertanejo; Romântico; Country,33,0,/joao-lucas-e-walter-filho/
Paiozinho e Zé Tapera,Sertanejo,47,0,/paiozinho-e-ze-tapera/
Matheus Valente,Sertanejo,11,0,/matheus-valente/
D'Lucca e Gabriel,Sertanejo,17,0,/dlucca-e-gabriel/
Ricardo e João Fernando,Sertanejo,73,0,/ricardo-e-joao-fernando/
Pena Branca,Sertanejo; MPB,6,0,/pena-branca/
Juliani e Bruno,Sertanejo; Romântico; Country,14,0,/juliani-e-bruno/
Bruna Pinheiro,Sertanejo,31,0,/bruna-pinheiro/
Vitor e Cadu,Sertanejo,27,0,/vitor-e-cadu/
Lelles & Leonardo,Sertanejo; Forró; Country,43,0,/lelles-e-leonardo/
Leo e Giba,Sertanejo; Country; Romântico,59,0,/leo-e-giba/
Adson e Alana,Sertanejo,67,0,/adson-e-alana/
Junior Magalhães,Sertanejo,13,0,/junior-magalhaes/
Luiz Fernando e Israel,Sertanejo; Country; House,31,0,/luiz-fernando-e-israel/
Marcelo e Matteo,Sertanejo,10,0,/marcelo-e-matteo/
William Couto & Adriano,Sertanejo,6,0,/william-couto-adriano/
Filipe Labre,Sertanejo,28,0,/filipe-labre/
Kaian Muniz,Sertanejo,12,0,/kaian-muniz/
Edu e Maraial,Sertanejo; Forró; Romântico,124,0,/edu-e-maraial/
Dhonatan Coelho,Sertanejo,35,0,/dhonatan-coelho/
Alex e Willian,Sertanejo,16,0,/alex-e-willian/
Rodrigo e Ravel,Sertanejo,21,0,/rodrigo-e-ravel/
Edson e Vinicius,Sertanejo; Tecnopop; Reggae,23,0,/edson-e-vinicius/
Roger & Rogério,Sertanejo,66,0,/roger-rogerio/
Edson Cadorini,Sertanejo; Romântico; Country,17,0,/edson-cadorini/
Helton Lima,Sertanejo,22,0,/helton-lima/
Renan & Rafael,Sertanejo; Forró,28,0,/renan-rafael/
Raquel Lídia,Sertanejo,2,0,/raquel-lidia/
Llypeh,Sertanejo,4,0,/llypeh/
Geovany Reis e Fabrício,Sertanejo; Romântico; Country,20,0,/geovany-reis-e-fabricio/
João Marcos e Matheus,Sertanejo; Romântico; Pagode,44,0,/joao-marcos-e-matheus/
Alex e Alessandro,Sertanejo; Country; Reggae,26,0,/alex-e-alessandro/
Talles Guimarães,Sertanejo,36,0,/talles-guimaraes/
Dudu Di Valença & Rodrigo,Sertanejo; Country; Hip Hop,48,0,/dudu-di-valenca-e-rodrigo/
Rud e Robson,Sertanejo; Country; Romântico,41,0,/rud-e-robson/
Matheus Minas e Leandro,Sertanejo; Country,15,0,/matheus-minas-e-leandro/
João Fernando E Gabriel,Sertanejo,25,0,/joao-fernando-e-gabriel/
Davi e Fernando,Sertanejo,48,0,/davi-e-fernando/
Bernardo & Rafael,Sertanejo,2,0,/bernardo-rafael/
Dechris,Sertanejo,8,0,/dechris/
Ronny e Max,Sertanejo; Romântico; House,38,0,/ronny-e-max/
Geici Gomes,Sertanejo,1,0,/geici-gomes/
Lucas e Felipe,Sertanejo; Romântico; Pop,37,0,/lucas-e-felipe/
Luna e Vitória,Sertanejo,6,0,/luna-e-vitoria/
Nelson e Davi,Sertanejo; Romântico; Gospel/Religioso,21,0,/nelson-e-davi/
Theo Andrade,Sertanejo,1,0,/theo-andrade/
Bonni e Belluco,Sertanejo; Country; Dance,14,0,/bonni-e-belluco/
Leo Rodriguez,Sertanejo; Romântico; Funk,48,0,/leo-rodriguez/
André e Cauan,Sertanejo,7,0,/andre-e-cauan/
Apolo E Felipe,Sertanejo,5,0,/apolo-e-felipe/
Dany & Denys,Sertanejo,13,0,/dany-denys/
Rafael Frare,Sertanejo,3,0,/rafael-frare/
Goldfinger,Ska,125,0,/goldfinger/
Reel Big Fish,Ska; Punk Rock,110,0,/reel-big-fish/
Athena (Turquia),Ska; Rock,31,0,/athena/
Fishbone,Ska; Funk,100,0,/fishbone/
The Beat,Ska,46,0,/the-english-beat/
Bad Manners,Ska,9,0,/bad-manners/
Chris de Burgh,Soft Rock,188,4.2,/chris-de-burgh/
Foreigner,Soft Rock,106,3.5,/foreigner/
The Carpenters,Soft Rock,210,2,/the-carpenters/
James Taylor,Soft Rock,244,2.3,/james-taylor/
Chicago,Soft Rock,285,2.3,/chicago/
Lobo,Soft Rock; Romântico; Jovem Guarda,125,1,/lobo/
America,Soft Rock; Rock; Folk,217,1,/america/
Corinne Bailey Rae,Soul Music; Pop,57,4,/corinne-bailey-rae/
Cee Lo Green,Soul Music; Black Music,115,0,/cee-lo/
Smokey Robinson,Soul Music,70,0.3,/smokey-robinson-miracles/
Billy Paul,Soul Music,24,1,/billy-paul/
Donny Hathaway,Soul Music; Blues,17,0,/hathaway-donny/
Ben L'oncle Soul,Soul Music; Jazz; Blues,24,0,/ben-loncle-soul/
War,Soul Music; Funk; Rock,24,0,/war/
Janelle Monáe,Soul Music; R&B; Blues,84,0,/janelle-monae/
Luther Vandross,Soul Music; R&B; Black Music,162,0,/luther-vandross/
Fernanda Abreu,Soul Music,97,0,/fernanda-abreu/
Spinners,Soul Music; Black Music; Romântico,14,0,/spinners/
Hyldon,Soul Music,45,0,/hyldon/
Aaron Neville,Soul Music; Black Music; Romântico,135,0,/aaron-neville/
Candi Staton,Soul Music; Disco,13,0,/candi-staton/
Mayer Hawthorne,Soul Music,66,0,/mayer-hawthorne/
Berimbrown,Soul Music; Funk; Blues,20,0,/berimbrown/
Cameo,Soul Music; Funk; Disco,14,0,/cameo/
Ida Corr,Soul Music; Electronica; Dance,8,0,/ida-corr/
Raphael Saadiq,Soul Music,76,0,/raphael-saadiq/
Mavis Staples,Soul Music; Blues,24,0,/mavis-staples/
Brylho,Soul Music; Funk; Romântico,2,0,/banda-brilho/
The Dells,Soul Music,5,0,/the-dells/
Donavon Frankenreiter,Surf Music; Soft Rock; Folk,53,1,/donavon-frankesnreiter/
The Beautiful Girls,Surf Music; Folk; Reggae,56,0,/the-beautiful-girls/
Rub,Surf Music; Reggae,26,0,/rub/
Alphaville,Tecnopop,142,4.4,/alphaville/
Secret Service,Tecnopop,27,0,/secret-service/
Soft Cell,Tecnopop,49,0,/soft-cell/
Bronski Beat,Tecnopop; Dance; New Age,25,0,/bronski-beat/
Scooter,Tecnopop,119,0,/scooter/
Banda Uó,Tecnopop; Electronica; Pop,41,0,/banda-uo/
Orchestral Manoeuvres In The Dark,Tecnopop; Rock,113,0,/orchestral-manoeuvres-in-the-dark-o-m-d/
La Roux,Tecnopop; Electronica,35,0,/la-roux/
Ultravox,Tecnopop; Rock; Pop,72,0,/ultravox/
Justice,Tecnopop; Electronica; Indie,36,0,/justice/
Marc Almond,Tecnopop,199,0,/marc-almond/
Lime,Tecnopop; Disco; Dance,2,0,/lime/
Dash Berlin,Trance,21,0,/dash-berlin/
Fragma,Trance; Dance; Electronica,28,0,/fragma/
Henrique Camacho,Trance,2,0,/henrique-camacho/
Andain,Trance; Tecnopop; Pop,9,0,/andain/
Astrix,Trance; Electronica; Psicodelia,9,0,/astrix/
Kyau & Albert,Trance; Electronica,11,0,/kyau-vs-albert/
Oceanlab,Trance; Electronica,16,0,/oceanlab/
Mudança de Hábito (Trilha Sonora),Trilha Sonora,28,5.1,/sister-act/
Guardiões Da Galáxia (Trilha Sonora),Trilha Sonora,27,1.9,/guardioes-da-galaxia-trilha-sonora/
Shrek,Trilha Sonora,51,3.3,/shrek/
Big Brother Brasil,Trilha Sonora,21,2.2,/bbb/
Friends,Trilha Sonora,77,3.8,/friends/
The Greatest Showman - O Rei do Show,COLETÂNEA; Trilha Sonora,12,3.2,/the-greatest-showman-o-rei-do-show/
Cinquenta Tons de Cinza,COLETÂNEA; Trilha Sonora,60,2.1,/cinquenta-tons-de-cinza/
Frozen (Trilha Sonora),Trilha Sonora,61,2.3,/frozen-trilha-sonora/
Shingeki no Kyojin,Trilha Sonora,20,1.7,/shingeki-no-kyojin/
Como Eu Era Antes de Você,Trilha Sonora,7,1.5,/como-eu-era-antes-de-voce/
Caminho das Índias (novela),Trilha Sonora,49,1.3,/caminho-das-indias-novela/
Grease,Trilha Sonora,42,1.3,/grease/
Malhação,COLETÂNEA; Trilha Sonora,391,1.4,/malhacao/
Piratas do Caribe,Trilha Sonora,61,1.3,/piratas-do-caribe/
Rio (Trilha-Sonora),Trilha Sonora; Samba; Pop,12,1,/rio-filme/
Mamma Mia,COLETÂNEA; Trilha Sonora,43,1,/mamma-mia/
Moulin Rouge (Trilha-Sonora),Trilha Sonora; Clássico; Romântico,22,0,/moulin-rouge-soundtrack/
Duas Caras (novela),Trilha Sonora; Romântico; Black Music,41,0,/duas-caras-novela/
Os Cavaleiros do Zodíaco,Trilha Sonora; J-Pop/J-Rock; Infantil,102,0,/os-cavaleiros-do-zodiaco/
Avenida Brasil (Novela),COLETÂNEA; Trilha Sonora; Dance; Pop/Rock,50,1,/avenida-brasil-novela/
Looney Tunes Songs,Trilha Sonora,43,0,/looney-tunes-songs/
Madagascar,Trilha Sonora; Infantil; Dance,18,0,/madagascar/
One Tree Hill,COLETÂNEA; Trilha Sonora; Romântico; Pop/Rock,24,1,/one-tree-hill/
Insensato Coração (novela),Trilha Sonora; Electronica; Axé,60,0,/insensato-coracao-novela/
If I Stay (Se Eu Ficar),Trilha Sonora; Pop; Folk,7,0,/if-i-stay-se-eu-ficar/
Cabocla (novela),Trilha Sonora; Sertanejo; Axé,14,1,/cabocla/
Valente (Brave),Trilha Sonora; Infantil,23,0,/valente-brave/
Gossip Girl (trilha sonora),Trilha Sonora; Pop; Pop/Rock,41,0,/gossip-girl/
Teen Beach Movie,Trilha Sonora; Pop; Pop/Rock,24,0,/teen-beach-moviefilme/
A Princesa e O Sapo,Trilha Sonora; Infantil; Jazz,21,1,/a-princesa-e-o-sapo/
Smallville,Trilha Sonora; Pop/Rock; Rock,35,0,/smallville/
Encantada (Disney),Trilha Sonora; Romântico; Infantil,21,1,/encantada/
A Culpa é das Estrelas,Trilha Sonora; Romântico; Pop,16,1,/a-culpa-e-das-estrelas/
Jogos Vorazes,Trilha Sonora; Pop/Rock; Indie,49,1,/the-hunger-games-jogos-vorazes/
Paraíso Tropical (novela),Trilha Sonora; Sertanejo; Romântico,36,0,/paraiso-tropical/
Belíssima (novela),Trilha Sonora; Clássico; Dance,15,0,/belissima-internacional/
Transformers,Trilha Sonora; Rock; Pop/Rock,30,0,/transformes/
As Crônicas de Nárnia,Trilha Sonora; Pop/Rock; Gospel/Religioso,82,0,/as-cronicas-de-narnia/
A Feia Mais Bela,Trilha Sonora; Romântico; Dance,33,0,/a-feia-mais-bela/
C.s.i.,Trilha Sonora; Hardcore; Clássico,4,0,/c-s-i/
A Knight's Tale (Coração de Cavaleiro),Trilha Sonora; J-Pop/J-Rock,10,0,/a-knights-tale-coracao-de-cavaleiro/
Cheias de Charme (Novela),Trilha Sonora; Forró; Pagode,35,0,/cheias-de-charme-novela/
I love Paraisópolis,Trilha Sonora; Funk; Funk Carioca,28,0,/i-love-paraisopolis/
Noiva Cadáver (Trilha Sonora),Trilha Sonora; Gótico; Romântico,7,0,/noiva-cadaver-trilha-sonora-11/
